strategy_name,n_bids,n_wins,win_rate,total_clicks,click_rate,total_spend,total_surplus,avg_cpm,avg_cpc,avg_surplus_per_win,overpayment_ratio,roi
ipinyou_flat,1363780,1363780,1.0,414,0.00030356802416812095,392537646.0,-264488597.42422524,287.83062224112393,948158.5652173914,-193.93787665475753,10.699032204433886,0.2109351825073104
linear_06,1363780,520976,0.38200882840340816,124,0.0002380148029851663,40543447.347238824,27877313.43656168,77.82210187655252,326963.2850583776,53.50978439805611,3.69824846908011,0.611689474444481
optimal_km,1363780,482950,0.35412603205795656,114,0.00023604928046381613,26736159.237237237,31961579.951921657,55.36009780978826,234527.71260734418,66.17989429945472,2.877405670708393,0.8527776857434674
dual_regime,1363780,541066,0.3967399433926293,140,0.0002587484706117184,31015060.122817628,35127273.62849462,57.32213837649682,221536.14373441163,64.9223452009452,2.286369770035701,0.9027872230175217
