alpha,n_bids,n_wins,win_rate,total_clicks,click_rate,total_spend,total_surplus,avg_cpm,avg_cpc,avg_surplus_per_win,overpayment_ratio,roi
0.4,4228166.0,1156476.0,0.2735171703286957,1332.0,0.0011517748747055712,77517923.41675252,117723036.49622038,67.02942682489953,58196.63920176616,101.79462132912433,3.7946728158695153,3.4366245670408127
0.5,4228166.0,1377220.0,0.32572514891799426,1516.0,0.0011007682142286635,109418176.17584017,112388851.66738477,79.44858205358634,72175.57795240117,81.6055907316077,4.194123839802512,2.771020415408344
0.6,4228166.0,1570028.0,0.37132600754085815,1702.0,0.0010840570996186055,142854481.6858868,100146438.2677865,90.98849299877888,83933.30298818261,63.78640270605779,4.577105071292755,2.382844388098953
0.7,4228166.0,1744796.0,0.41266024087039155,1844.0,0.0010568570767012305,177854022.79584217,83448007.40580626,101.9339927394619,96450.12082204022,47.82679889557648,4.9304608734598725,2.0736106735316517
0.8,4228166.0,1907380.0,0.4511128465627887,1980.0,0.001038073168429993,214693209.81079137,63666790.558313444,112.55922249934012,108430.91404585422,33.37918535284707,5.248668025518559,1.8444924287498141
0.9,4228166.0,2057954.0,0.4867249772123422,2142.0,0.0010408395911667607,252474990.5776176,41479980.67110879,122.68252379675036,117868.80979347226,20.15593189697573,5.531529380050553,1.6968017268557867
1.0,4228166.0,2192090.0,0.5184493702470527,2266.0,0.0010337166813406385,289669737.3453878,17671063.07686977,132.14317721689704,127833.07032011819,8.061285383752388,5.790476205451601,1.5645403767519794
